datetime,co2,par,temp
2021-07-14 10:04:07,550.29,390.16,304.78
2021-07-14 10:04:08,541.74,390.16,304.78
2021-07-14 10:04:09,546.89,571.75,304.78
2021-07-14 10:04:10,522.69,1784.05,304.78
2021-07-14 10:04:11,381.54,897.7,304.78
2021-07-14 10:04:12,377.53,897.7,304.78
2021-07-14 10:04:13,388.62,392.48,304.78
2021-07-14 10:04:14,390.63,1749.75,304.78
2021-07-14 10:04:15,390.56,1749.75,304.78
2021-07-14 10:04:16,390.26,1621.44,304.78
2021-07-14 10:04:17,389.7,390.57,304.78
2021-07-14 10:04:18,389.74,1593.77,304.78
2021-07-14 10:04:19,389.42,1593.77,304.78
2021-07-14 10:04:20,388.76,1803.07,304.78
2021-07-14 10:04:21,388.84,1804.39,304.78
2021-07-14 10:04:22,388.73,1804.39,304.78
2021-07-14 10:04:23,388.34,1800.36,304.78
2021-07-14 10:04:24,388.64,1800.84,304.78
2021-07-14 10:04:25,388.65,1744.99,304.78
2021-07-14 10:04:26,389.2,1744.99,304.78
2021-07-14 10:04:27,388.58,1655.18,304.78
2021-07-14 10:04:28,388.41,1657.16,304.78
2021-07-14 10:04:29,386.9,1659.37,304.78
2021-07-14 10:04:30,388.08,1659.37,304.78
2021-07-14 10:04:31,387.2,1659.12,304.78
2021-07-14 10:04:32,387.49,1658.13,304.78
2021-07-14 10:04:33,387.63,1658.13,304.78
2021-07-14 10:04:34,387.38,1656.55,304.78
2021-07-14 10:04:35,386.4,1654.19,304.78
2021-07-14 10:04:36,386.19,1650.11,304.78
2021-07-14 10:04:37,384.44,1650.11,304.78
2021-07-14 10:04:38,383.5,1644.25,304.78
2021-07-14 10:04:39,384.53,1639.33,304.78
2021-07-14 10:04:40,383.66,1634.55,304.78
2021-07-14 10:04:41,382.83,1634.55,304.78
2021-07-14 10:04:42,381.98,1631.77,304.78
2021-07-14 10:04:43,381.86,1634.63,304.78
2021-07-14 10:04:44,380.36,1634.63,304.78
2021-07-14 10:04:45,379.62,1639.68,304.78
2021-07-14 10:04:46,379.91,1644.85,304.78
2021-07-14 10:04:47,379.03,1646.21,304.78
2021-07-14 10:04:48,378.05,1646.21,304.78
2021-07-14 10:04:49,377.6,1644.27,304.78
2021-07-14 10:04:50,377.63,1643.59,304.78
2021-07-14 10:04:51,376.77,1643.59,304.78
2021-07-14 10:04:52,376.93,1641.97,304.78
2021-07-14 10:04:53,376.69,1650.39,304.78
2021-07-14 10:04:54,374.62,1645.15,304.78
2021-07-14 10:04:55,372.47,1645.15,304.78
2021-07-14 10:04:56,375.04,1639.94,304.78
2021-07-14 10:04:57,375.27,1638.07,304.78
2021-07-14 10:04:58,374.49,1641.06,304.78
2021-07-14 10:04:59,373.54,1641.06,304.78
2021-07-14 10:05:00,374.2,1646.49,304.78
2021-07-14 10:05:01,373.39,1649.81,304.78
2021-07-14 10:05:02,372.04,1649.81,304.78
2021-07-14 10:05:03,372.18,1650.27,304.78
2021-07-14 10:05:04,372.57,1651.7,304.78
2021-07-14 10:05:05,372.45,1649.9,304.78
2021-07-14 10:05:06,372.57,1649.9,304.78
2021-07-14 10:05:07,371.55,1648.06,304.78
2021-07-14 10:05:08,372.27,1645.69,304.78
2021-07-14 10:05:09,372.96,1645.69,304.78
2021-07-14 10:05:10,371.81,1647.37,304.78
2021-07-14 10:05:11,372.02,1653.6,304.78
2021-07-14 10:05:12,372.03,1654.19,304.78
2021-07-14 10:05:13,371.13,1654.19,304.78
2021-07-14 10:05:14,371.99,1661.38,304.9
2021-07-14 10:05:15,371.68,1658.94,304.9
2021-07-14 10:05:16,372.25,1664.03,304.9
2021-07-14 10:05:17,371.67,1664.03,304.9
2021-07-14 10:05:18,370.93,1666.48,304.9
2021-07-14 10:05:19,371.92,1673.08,304.9
2021-07-14 10:05:20,369.93,1673.08,304.9
2021-07-14 10:05:21,370.11,1673.79,304.9
2021-07-14 10:05:22,369.01,1674.21,304.9
2021-07-14 10:05:23,370.51,1672.05,304.9
2021-07-14 10:05:24,371.84,1672.05,304.9
2021-07-14 10:05:25,370.89,1671.39,304.9
2021-07-14 10:05:26,370.94,1671.71,304.9
2021-07-14 10:05:27,369.9,1671.71,304.9
2021-07-14 10:05:28,370.21,1672.74,304.9
2021-07-14 10:05:29,370.36,1674.85,304.9
2021-07-14 10:05:30,370.27,1674.21,304.9
2021-07-14 10:05:31,369.2,1674.21,304.9
2021-07-14 10:05:32,367.18,1672.1,304.9
2021-07-14 10:05:33,369.0,1670.45,304.9
2021-07-14 10:05:34,368.67,1670.45,304.9
2021-07-14 10:05:35,367.3,1666.43,304.9
2021-07-14 10:05:36,368.63,1663.41,304.9
2021-07-14 10:05:37,368.07,1659.41,304.9
2021-07-14 10:05:38,368.54,1659.41,304.9
2021-07-14 10:05:39,368.45,1655.37,304.9
2021-07-14 10:05:40,369.32,1652.69,304.9
2021-07-14 10:05:41,369.55,1653.95,304.9
2021-07-14 10:05:42,369.77,1653.95,304.9
2021-07-14 10:05:43,369.42,1655.15,304.9
2021-07-14 10:05:44,367.45,1647.26,304.9
2021-07-14 10:05:45,368.12,1647.26,304.9
2021-07-14 10:05:46,367.74,1625.95,304.9
2021-07-14 10:05:47,368.48,1603.9,304.9
2021-07-14 10:05:48,368.07,1584.45,304.9
2021-07-14 10:05:49,368.31,1584.45,304.9
2021-07-14 10:05:50,367.31,1586.38,304.9
2021-07-14 10:05:51,368.87,1599.08,304.9
2021-07-14 10:05:52,368.86,1599.08,304.9
2021-07-14 10:05:53,367.32,1448.64,304.9
2021-07-14 10:05:54,367.71,1630.96,304.9
2021-07-14 10:05:55,367.42,1637.64,304.9
2021-07-14 10:05:56,367.72,1637.64,304.9
2021-07-14 10:05:57,367.98,1626.52,304.9
2021-07-14 10:05:58,367.78,1590.06,304.9
2021-07-14 10:05:59,367.86,1590.06,304.9
2021-07-14 10:06:00,368.83,1579.53,304.9
2021-07-14 10:06:01,368.56,1599.15,304.9
2021-07-14 10:06:02,367.97,1622.91,304.9
2021-07-14 10:06:03,369.12,1622.91,304.9
2021-07-14 10:06:04,369.15,1626.37,304.9
2021-07-14 10:06:05,368.42,1622.66,304.9
2021-07-14 10:06:06,367.3,1611.05,304.9
2021-07-14 10:06:07,366.51,1611.05,304.9
2021-07-14 10:06:08,368.94,1596.16,304.9
2021-07-14 10:06:09,369.36,1590.54,304.9
2021-07-14 10:06:10,370.26,1590.54,304.9
2021-07-14 10:06:11,370.52,1591.22,304.9
2021-07-14 10:06:12,370.0,1592.43,304.9
2021-07-14 10:06:13,370.0,1603.44,304.9
2021-07-14 10:06:14,371.1,1603.44,304.9
2021-07-14 10:06:15,372.12,1614.12,304.9
2021-07-14 10:06:16,372.69,1615.32,304.9
2021-07-14 10:06:17,372.67,1615.32,304.9
2021-07-14 10:06:18,375.71,1613.79,305.03
2021-07-14 10:06:19,375.85,1614.83,305.03
2021-07-14 10:06:20,376.7,1615.05,305.03
2021-07-14 10:06:21,375.75,1615.05,305.03
2021-07-14 10:06:22,375.57,1608.88,305.03
2021-07-14 10:06:23,375.96,1598.75,305.03
2021-07-14 10:06:24,378.04,1587.38,305.03
2021-07-14 10:06:25,378.72,1587.38,305.03
2021-07-14 10:06:26,378.69,1585.38,305.03
2021-07-14 10:06:27,379.3,1597.41,305.03
2021-07-14 10:06:28,381.38,1597.41,305.03
2021-07-14 10:06:29,382.53,1613.8,305.03
2021-07-14 10:06:30,383.13,1630.83,305.03
2021-07-14 10:06:31,383.53,1640.74,305.03
2021-07-14 10:06:32,383.8,1640.74,305.03
2021-07-14 10:06:33,385.36,1637.62,305.03
2021-07-14 10:06:34,383.8,1626.58,305.03
2021-07-14 10:06:35,384.56,1626.58,305.03
2021-07-14 10:08:34,390.75,279.18,304.78
2021-07-14 10:08:35,386.34,279.18,304.78
2021-07-14 10:08:36,386.69,292.37,304.78
2021-07-14 10:08:37,391.76,326.49,304.78
2021-07-14 10:08:38,399.99,326.49,304.78
2021-07-14 10:08:39,400.26,274.63,304.78
2021-07-14 10:08:40,399.39,1000.05,304.78
2021-07-14 10:08:41,398.6,971.6,304.78
2021-07-14 10:08:42,398.03,971.6,304.78
2021-07-14 10:08:43,397.32,542.33,304.78
2021-07-14 10:08:44,396.79,1016.06,304.78
2021-07-14 10:08:45,396.13,1016.06,304.78
2021-07-14 10:08:46,395.62,1028.23,304.78
2021-07-14 10:08:47,395.84,230.61,304.78
2021-07-14 10:08:48,395.48,1025.79,304.78
2021-07-14 10:08:49,395.53,1025.79,304.78
2021-07-14 10:08:50,395.42,985.78,304.78
2021-07-14 10:08:51,394.3,940.82,304.78
2021-07-14 10:08:52,394.05,940.81,304.78
2021-07-14 10:08:53,393.99,940.81,304.78
2021-07-14 10:08:54,394.19,942.63,304.78
2021-07-14 10:08:55,394.27,945.62,304.78
2021-07-14 10:08:56,393.83,945.62,304.78
2021-07-14 10:08:57,394.2,949.02,304.78
2021-07-14 10:08:58,394.01,951.48,304.78
2021-07-14 10:08:59,393.87,952.75,304.78
2021-07-14 10:09:00,393.62,952.75,304.78
2021-07-14 10:09:01,394.05,955.89,304.78
2021-07-14 10:09:02,393.61,959.66,304.78
2021-07-14 10:09:03,394.12,959.66,304.65
2021-07-14 10:09:04,393.09,962.71,304.65
2021-07-14 10:09:05,393.41,967.29,304.65
2021-07-14 10:09:06,393.14,969.64,304.65
2021-07-14 10:09:07,392.19,969.64,304.65
2021-07-14 10:09:08,393.35,973.23,304.65
2021-07-14 10:09:09,393.47,974.6,304.65
2021-07-14 10:09:10,393.33,974.6,304.65
2021-07-14 10:09:11,393.06,975.11,304.65
2021-07-14 10:09:12,393.81,975.45,304.65
2021-07-14 10:09:13,394.11,977.28,304.65
2021-07-14 10:09:14,394.49,977.28,304.65
2021-07-14 10:09:15,394.78,979.53,304.65
2021-07-14 10:09:16,394.17,977.79,304.65
2021-07-14 10:09:17,394.31,977.57,304.65
2021-07-14 10:09:18,394.7,977.57,304.65
2021-07-14 10:09:19,394.4,720.62,304.65
2021-07-14 10:09:20,394.64,216.83,304.65
2021-07-14 10:09:21,396.07,216.83,304.65
2021-07-14 10:09:22,395.2,989.63,304.65
2021-07-14 10:09:23,396.12,991.46,304.65
2021-07-14 10:09:24,397.64,993.42,304.65
2021-07-14 10:09:25,396.5,993.42,304.65
2021-07-14 10:09:26,397.08,995.42,304.65
2021-07-14 10:09:27,396.27,300.38,304.65
2021-07-14 10:09:28,396.04,300.38,304.65
2021-07-14 10:09:29,397.42,990.17,304.65
2021-07-14 10:09:30,397.49,983.67,304.65
2021-07-14 10:09:31,397.09,977.56,304.65
