datetime,co2,par,temp
2021-07-20 05:47:41,455.75,1017.57,292.53
2021-07-20 05:47:42,441.47,1021.68,292.65
2021-07-20 05:47:43,433.69,1021.68,292.65
2021-07-20 05:47:44,427.74,1025.67,292.65
2021-07-20 05:47:45,397.18,1030.62,292.65
2021-07-20 05:47:46,392.49,1034.51,292.65
2021-07-20 05:47:47,395.41,1034.51,292.65
2021-07-20 05:47:48,396.17,1036.06,292.65
2021-07-20 05:47:49,396.13,1031.65,292.65
2021-07-20 05:47:50,395.44,1015.11,292.65
2021-07-20 05:47:51,394.61,1015.11,292.65
2021-07-20 05:47:52,394.81,967.99,292.65
2021-07-20 05:47:53,393.53,900.11,292.65
2021-07-20 05:47:54,393.88,900.11,292.65
2021-07-20 05:47:55,392.98,860.84,292.65
2021-07-20 05:47:56,393.01,873.64,292.65
2021-07-20 05:47:57,393.2,928.26,292.65
2021-07-20 05:47:58,393.55,928.26,292.65
2021-07-20 05:47:59,393.18,966.29,292.65
2021-07-20 05:48:00,393.53,989.57,292.65
2021-07-20 05:48:01,393.54,1006.01,292.65
2021-07-20 05:48:02,393.78,1006.01,292.78
2021-07-20 05:48:03,393.72,1016.64,292.78
2021-07-20 05:48:04,393.46,1001.51,292.78
2021-07-20 05:48:05,393.81,1001.51,292.78
2021-07-20 05:48:06,393.65,970.74,292.78
2021-07-20 05:48:07,393.53,945.45,292.78
2021-07-20 05:48:08,393.93,937.43,292.78
2021-07-20 05:48:09,393.93,937.43,292.78
2021-07-20 05:48:10,393.36,958.11,292.78
2021-07-20 05:48:11,394.02,983.75,292.78
2021-07-20 05:48:12,393.92,1004.57,292.78
2021-07-20 05:48:13,393.95,1004.57,292.78
2021-07-20 05:48:14,393.64,1016.6,292.78
2021-07-20 05:48:15,393.29,1022.25,292.78
2021-07-20 05:48:16,393.42,1022.25,292.78
2021-07-20 05:48:17,393.29,1020.18,292.78
2021-07-20 05:48:18,393.41,1020.35,292.78
2021-07-20 05:48:19,393.68,1019.84,292.78
2021-07-20 05:48:20,393.47,1019.84,292.78
2021-07-20 05:48:21,393.6,1021.0,292.78
2021-07-20 05:48:22,392.99,1023.02,292.78
2021-07-20 05:48:23,392.69,1023.02,292.78
2021-07-20 05:48:24,392.31,1023.44,292.78
2021-07-20 05:48:25,392.85,1019.45,292.78
2021-07-20 05:48:26,393.32,998.39,292.78
2021-07-20 05:48:27,392.8,998.39,292.78
2021-07-20 05:48:28,392.49,956.69,292.78
2021-07-20 05:48:29,393.35,907.42,292.78
2021-07-20 05:48:30,393.19,883.46,292.78
2021-07-20 05:48:31,393.06,883.46,292.78
2021-07-20 05:48:32,392.79,909.89,292.9
2021-07-20 05:48:33,392.43,965.37,292.9
2021-07-20 05:48:34,392.88,965.37,292.9
2021-07-20 05:48:35,392.93,1004.22,292.9
2021-07-20 05:48:36,392.56,1016.43,292.9
2021-07-20 05:48:37,392.4,1015.09,292.9
2021-07-20 05:48:38,392.39,1015.09,292.9
2021-07-20 05:48:39,392.38,1015.09,292.9
2021-07-20 05:48:51,390.76,,292.9
2021-07-20 05:48:52,390.26,,292.9
2021-07-20 05:48:53,390.45,,292.9
2021-07-20 05:48:54,390.26,,292.9
2021-07-20 05:48:55,390.59,1010.75,292.9
2021-07-20 05:48:56,389.81,1010.75,
2021-07-20 05:48:57,390.31,1009.37,
2021-07-20 05:48:58,389.99,1009.37,
2021-07-20 05:48:59,390.15,1009.37,
2021-07-20 05:49:00,389.53,1008.43,292.9
2021-07-20 05:49:01,389.34,1007.76,292.9
2021-07-20 05:49:02,389.59,1007.28,292.9
2021-07-20 05:49:03,389.39,1007.28,292.9
2021-07-20 05:49:04,389.65,1002.94,292.9
2021-07-20 05:49:05,388.91,999.27,292.9
2021-07-20 05:49:06,389.0,999.27,292.9
2021-07-20 05:49:07,388.57,1000.92,292.9
2021-07-20 05:49:08,389.3,1004.15,292.9
2021-07-20 05:49:09,388.9,1004.95,292.9
2021-07-20 05:49:10,388.33,1004.95,292.9
2021-07-20 05:49:11,388.75,1004.84,292.9
2021-07-20 05:49:12,388.51,1004.52,293.03
2021-07-20 05:49:13,388.06,1004.52,293.03
2021-07-20 05:49:14,387.95,1004.69,293.03
2021-07-20 05:49:15,387.99,1003.41,293.03
2021-07-20 05:49:16,388.19,1004.52,293.03
2021-07-20 05:49:17,388.73,1004.52,293.03
2021-07-20 05:49:18,388.1,1007.91,293.03
2021-07-20 05:49:19,388.46,1008.62,293.03
