datetime,co2,par,temp
2021-08-05 05:45:35,448.92,162.76,295.65
2021-08-05 05:45:36,437.1,162.22,
2021-08-05 05:45:37,456.74,162.22,
2021-08-05 05:45:38,496.44,162.3,
2021-08-05 05:45:39,406.19,162.76,
2021-08-05 05:45:40,410.31,162.76,
2021-08-05 05:45:41,417.4,213.58,
2021-08-05 05:45:42,418.12,212.14,
2021-08-05 05:45:43,417.36,218.32,
2021-08-05 05:45:44,417.76,218.32,
2021-08-05 05:45:45,416.57,229.83,
2021-08-05 05:45:46,413.92,248.94,
2021-08-05 05:45:47,415.63,248.94,
2021-08-05 05:45:48,414.96,257.53,
2021-08-05 05:45:49,413.21,252.11,
2021-08-05 05:45:50,412.45,252.11,
2021-08-05 05:45:51,413.89,270.68,
2021-08-05 05:45:52,412.95,299.96,
2021-08-05 05:45:53,414.84,319.07,
2021-08-05 05:45:54,415.6,319.07,
2021-08-05 05:45:55,414.56,321.87,
2021-08-05 05:45:56,415.17,330.87,295.53
2021-08-05 05:45:57,415.23,330.87,295.53
2021-08-05 05:45:58,415.32,711.75,295.53
2021-08-05 05:45:59,414.56,781.31,295.53
2021-08-05 05:46:00,412.24,781.31,295.53
2021-08-05 05:46:01,414.16,769.98,295.53
2021-08-05 05:46:02,412.77,761.04,295.53
2021-08-05 05:46:03,414.49,768.92,295.53
2021-08-05 05:46:04,414.56,768.92,295.53
2021-08-05 05:46:05,412.18,768.65,295.53
2021-08-05 05:46:06,411.31,768.28,295.53
2021-08-05 05:46:07,412.76,768.28,295.53
2021-08-05 05:46:08,411.48,769.03,295.53
2021-08-05 05:46:09,411.91,768.4,295.53
2021-08-05 05:46:10,410.59,768.49,295.53
2021-08-05 05:46:11,409.45,768.49,295.53
2021-08-05 05:46:12,410.62,768.8,295.53
2021-08-05 05:46:13,408.84,768.39,295.53
2021-08-05 05:46:14,408.3,769.11,295.53
2021-08-05 05:46:15,408.5,769.11,295.53
2021-08-05 05:46:16,408.71,769.15,295.53
2021-08-05 05:46:17,405.86,769.67,295.53
2021-08-05 05:46:18,407.65,769.67,295.53
2021-08-05 05:46:19,406.61,769.76,295.53
2021-08-05 05:46:20,406.88,770.01,295.53
2021-08-05 05:46:21,407.02,770.15,295.53
2021-08-05 05:46:22,405.59,770.15,295.53
2021-08-05 05:46:23,405.54,770.56,295.53
2021-08-05 05:46:24,404.79,770.74,295.53
2021-08-05 05:46:25,404.72,770.74,295.65
2021-08-05 05:46:26,404.17,770.46,295.65
2021-08-05 05:46:27,402.92,770.61,295.65
2021-08-05 05:46:28,404.14,771.25,295.65
2021-08-05 05:46:29,402.95,771.25,295.65
2021-08-05 05:46:30,401.55,770.8,295.65
2021-08-05 05:46:31,402.67,771.05,295.65
2021-08-05 05:46:32,401.85,771.05,295.65
2021-08-05 05:46:33,400.79,771.05,295.65
2021-08-05 05:46:34,399.2,771.48,295.65
2021-08-05 05:46:35,399.44,772.37,295.65
2021-08-05 05:46:36,400.0,772.37,295.65
2021-08-05 05:46:37,399.49,772.62,295.65
2021-08-05 05:46:38,398.73,772.32,295.65
2021-08-05 05:46:39,398.14,772.88,295.65
2021-08-05 05:46:40,398.33,772.88,295.65
2021-08-05 05:46:41,396.21,772.76,295.65
2021-08-05 05:46:42,396.67,772.97,295.65
2021-08-05 05:46:43,397.38,772.97,295.65
2021-08-05 05:46:44,396.08,773.46,295.65
2021-08-05 05:46:45,396.55,773.32,295.65
2021-08-05 05:46:46,394.7,773.84,295.78
2021-08-05 05:46:47,393.46,773.84,295.78
2021-08-05 05:46:48,394.95,773.32,295.78
2021-08-05 05:46:49,394.04,773.3,295.78
2021-08-05 05:46:50,392.26,773.3,295.78
2021-08-05 05:46:51,394.22,772.91,295.78
2021-08-05 05:46:52,393.29,774.08,295.78
2021-08-05 05:46:53,393.54,773.27,295.78
2021-08-05 05:46:54,391.65,773.27,295.78
2021-08-05 05:46:55,391.62,773.5,295.78
2021-08-05 05:46:56,390.97,774.2,295.78
2021-08-05 05:46:57,390.86,774.09,295.78
2021-08-05 05:46:58,389.9,774.09,295.78
2021-08-05 05:46:59,387.46,774.7,295.78
2021-08-05 05:47:00,387.89,774.12,295.78
2021-08-05 05:47:01,389.9,774.12,295.78
2021-08-05 05:47:02,388.32,773.99,295.78
2021-08-05 05:47:03,389.01,774.29,295.78
2021-08-05 05:47:04,385.25,773.86,295.78
2021-08-05 05:47:05,384.85,773.86,295.9
2021-08-05 05:47:06,384.99,774.89,295.9
2021-08-05 05:47:07,384.06,774.51,295.9
2021-08-05 05:47:08,387.52,774.62,295.9
2021-08-05 05:47:09,386.41,774.62,295.9
2021-08-05 05:47:10,385.02,774.74,295.9
2021-08-05 05:47:11,383.66,774.96,295.9
2021-08-05 05:47:12,383.84,774.96,295.9
2021-08-05 05:47:13,381.5,774.3,295.9
2021-08-05 05:47:14,381.37,775.09,295.9
2021-08-05 05:47:15,383.9,775.74,295.9
2021-08-05 05:47:16,382.63,775.74,295.9
2021-08-05 05:47:17,383.6,775.95,295.9
2021-08-05 05:47:18,382.99,774.98,295.9
2021-08-05 05:47:19,382.23,774.98,295.9
2021-08-05 05:47:20,380.32,774.99,295.9
2021-08-05 05:47:21,380.72,775.5,295.9
2021-08-05 05:47:22,382.09,775.44,295.9
2021-08-05 05:47:23,379.99,775.44,295.9
2021-08-05 05:47:24,379.39,775.85,295.9
2021-08-05 05:47:25,381.51,775.99,295.9
2021-08-05 05:47:26,382.46,775.99,295.9
2021-08-05 05:47:27,378.94,775.6,296.03
2021-08-05 05:47:28,381.08,776.0,296.03
2021-08-05 05:47:29,381.09,776.17,296.03
2021-08-05 05:47:30,380.02,776.17,296.03
2021-08-05 05:47:31,378.47,775.15,296.03
2021-08-05 05:47:32,377.22,775.36,296.03
2021-08-05 05:47:33,375.6,776.11,296.03
2021-08-05 05:47:34,377.56,776.11,296.03
2021-08-05 05:47:35,378.5,776.08,296.03
2021-08-05 05:47:36,378.18,776.4,296.03
2021-08-05 05:47:37,378.23,776.4,296.03
2021-08-05 05:47:38,375.15,776.06,296.03
2021-08-05 05:47:39,372.84,776.55,296.03
2021-08-05 05:47:40,376.04,776.98,296.03
2021-08-05 05:47:41,375.07,776.98,296.03
2021-08-05 05:47:42,371.83,776.07,296.03
2021-08-05 05:47:43,376.56,776.43,296.03
2021-08-05 05:47:44,376.96,776.76,296.03
2021-08-05 05:47:45,373.64,776.76,296.03
2021-08-05 05:47:46,375.36,776.87,296.15
2021-08-05 05:47:47,375.33,776.95,296.15
2021-08-05 05:47:48,371.81,776.95,296.15
2021-08-05 05:47:49,370.18,777.05,296.15
2021-08-05 05:47:50,372.97,776.98,296.15
2021-08-05 05:47:51,373.12,777.65,296.15
2021-08-05 05:47:52,374.48,777.65,296.15
2021-08-05 05:47:53,375.31,777.01,296.15
2021-08-05 05:47:54,373.6,777.46,296.15
2021-08-05 05:47:55,370.31,777.46,296.15
2021-08-05 05:47:56,368.67,777.61,296.15
2021-08-05 05:47:57,370.4,777.43,296.15
2021-08-05 05:47:58,372.2,777.47,296.15
2021-08-05 05:47:59,370.75,777.47,296.15
2021-08-05 05:48:00,371.97,776.85,296.15
2021-08-05 05:48:01,370.05,773.91,296.15
2021-08-05 05:48:02,368.35,765.77,296.28
2021-08-05 05:49:16,373.35,95.4,296.4
2021-08-05 05:49:17,364.28,95.4,296.4
2021-08-05 05:49:18,363.16,95.45,296.4
2021-08-05 05:49:19,368.66,94.62,296.4
2021-08-05 05:49:20,395.92,94.28,296.4
2021-08-05 05:49:21,408.47,94.28,296.4
2021-08-05 05:49:22,408.17,94.17,296.4
2021-08-05 05:49:23,406.62,93.78,296.4
2021-08-05 05:49:24,404.64,93.78,296.4
2021-08-05 05:49:25,403.61,94.2,296.4
2021-08-05 05:49:26,404.22,94.19,296.4
2021-08-05 05:49:27,403.96,94.16,296.4
2021-08-05 05:49:28,403.5,94.16,296.4
2021-08-05 05:49:29,403.71,94.23,296.4
2021-08-05 05:49:30,403.98,94.33,296.4
2021-08-05 05:49:31,404.39,94.33,296.28
2021-08-05 05:49:32,403.69,94.38,296.28
2021-08-05 05:49:33,406.49,94.39,296.28
2021-08-05 05:49:34,408.32,94.38,296.28
2021-08-05 05:49:35,407.81,94.38,296.28
2021-08-05 05:49:36,409.53,109.1,296.28
2021-08-05 05:49:37,408.43,271.99,296.28
2021-08-05 05:49:38,407.69,271.99,296.28
2021-08-05 05:49:39,408.46,264.15,
2021-08-05 05:49:40,407.82,351.45,
2021-08-05 05:49:41,407.67,410.0,
2021-08-05 05:49:42,407.08,410.0,
2021-08-05 05:49:43,406.11,407.37,
2021-08-05 05:49:44,408.39,411.4,
2021-08-05 05:49:45,409.45,411.4,
2021-08-05 05:49:46,407.39,411.45,
2021-08-05 05:49:47,406.4,409.06,
2021-08-05 05:49:48,406.79,398.97,
2021-08-05 05:49:49,406.24,398.97,
2021-08-05 05:49:50,405.47,392.9,
2021-08-05 05:49:51,405.66,378.74,
2021-08-05 05:49:52,405.61,378.74,
2021-08-05 05:49:53,406.31,387.1,
2021-08-05 05:49:54,406.17,387.55,
2021-08-05 05:49:55,405.61,387.55,
2021-08-05 05:49:56,406.28,381.63,
2021-08-05 05:49:57,405.19,380.03,
2021-08-05 05:49:58,404.01,387.49,
2021-08-05 05:49:59,405.74,387.49,
2021-08-05 05:50:00,406.19,386.11,
2021-08-05 05:50:01,407.4,384.31,
2021-08-05 05:50:02,405.69,384.31,
