datetime,co2,par,temp
2021-07-21 05:41:24,424.13,234.5,292.03
2021-07-21 05:41:25,436.99,230.4,292.03
2021-07-21 05:41:26,474.71,232.73,292.03
2021-07-21 05:41:27,463.35,232.73,292.03
2021-07-21 05:41:28,382.88,232.83,292.03
2021-07-21 05:41:29,393.81,231.45,292.15
2021-07-21 05:41:30,398.29,231.45,292.15
2021-07-21 05:41:31,399.65,231.43,292.15
2021-07-21 05:41:32,399.37,234.28,292.15
2021-07-21 05:41:33,400.17,233.56,292.15
2021-07-21 05:41:34,400.29,233.56,292.15
2021-07-21 05:41:35,400.57,239.12,292.15
2021-07-21 05:41:36,401.39,239.21,292.15
2021-07-21 05:41:37,401.33,238.77,292.15
2021-07-21 05:41:38,402.38,238.77,292.15
2021-07-21 05:41:39,402.99,241.2,292.15
2021-07-21 05:41:40,403.37,242.03,292.15
2021-07-21 05:41:41,404.17,242.03,292.15
2021-07-21 05:41:42,404.68,247.25,292.15
2021-07-21 05:41:43,404.66,245.59,292.15
2021-07-21 05:41:44,405.28,246.0,292.15
2021-07-21 05:41:45,405.48,246.0,292.15
2021-07-21 05:41:46,405.93,732.72,292.15
2021-07-21 05:41:47,405.11,933.88,292.15
2021-07-21 05:41:48,406.39,931.09,292.15
2021-07-21 05:41:49,408.28,931.09,292.15
2021-07-21 05:41:50,407.06,932.25,292.15
2021-07-21 05:41:51,406.87,933.09,292.15
2021-07-21 05:41:52,406.63,933.09,292.15
2021-07-21 05:41:53,406.83,933.06,292.15
2021-07-21 05:41:54,407.21,933.79,292.15
2021-07-21 05:41:55,406.58,933.56,292.15
2021-07-21 05:41:56,406.42,933.56,292.15
2021-07-21 05:41:57,406.49,933.68,292.15
2021-07-21 05:41:58,405.72,935.94,292.15
2021-07-21 05:41:59,405.45,935.94,292.15
2021-07-21 05:42:00,405.71,936.16,292.15
2021-07-21 05:42:01,404.84,936.17,292.15
2021-07-21 05:42:02,404.78,936.1,292.15
2021-07-21 05:42:03,404.2,936.1,292.15
2021-07-21 05:42:04,404.57,936.29,292.15
2021-07-21 05:42:05,404.5,936.09,292.15
2021-07-21 05:42:06,404.56,936.09,292.15
2021-07-21 05:42:07,403.64,935.8,292.15
2021-07-21 05:42:08,404.16,936.07,292.15
2021-07-21 05:42:09,403.7,936.9,292.15
2021-07-21 05:42:10,403.34,936.9,292.15
2021-07-21 05:42:11,403.54,936.98,292.15
2021-07-21 05:42:12,402.96,937.27,292.15
2021-07-21 05:42:13,403.26,937.27,292.15
2021-07-21 05:42:14,403.03,937.41,292.15
2021-07-21 05:42:15,402.81,937.68,292.15
2021-07-21 05:42:16,402.29,937.72,292.15
2021-07-21 05:42:17,402.37,937.72,292.28
2021-07-21 05:42:18,401.88,937.75,292.28
2021-07-21 05:42:19,402.09,937.81,292.28
2021-07-21 05:42:20,402.01,937.53,292.28
2021-07-21 05:42:21,401.87,937.53,292.28
2021-07-21 05:42:22,401.41,937.96,292.28
2021-07-21 05:42:23,401.8,938.04,292.28
2021-07-21 05:42:24,401.05,938.04,292.28
2021-07-21 05:42:25,400.9,938.65,292.28
2021-07-21 05:42:26,401.2,938.73,292.28
2021-07-21 05:42:27,401.71,938.41,292.28
2021-07-21 05:42:28,401.06,938.41,292.28
2021-07-21 05:42:29,401.27,937.95,292.28
2021-07-21 05:42:30,401.11,938.3,292.28
2021-07-21 05:42:31,400.87,938.3,292.28
2021-07-21 05:42:32,400.35,938.73,292.28
2021-07-21 05:42:33,400.59,939.04,292.28
2021-07-21 05:42:34,400.42,939.72,292.28
2021-07-21 05:42:35,399.88,939.72,292.28
2021-07-21 05:42:36,399.79,939.4,292.28
2021-07-21 05:42:37,400.15,939.39,292.28
2021-07-21 05:42:38,400.16,939.45,292.28
2021-07-21 05:42:39,400.37,939.45,292.28
2021-07-21 05:42:40,400.02,939.96,292.28
2021-07-21 05:42:41,399.62,939.68,292.28
2021-07-21 05:42:42,398.68,939.68,292.28
2021-07-21 05:42:43,398.59,940.13,292.28
2021-07-21 05:42:44,399.34,939.55,292.28
2021-07-21 05:42:45,398.63,940.71,292.28
2021-07-21 05:42:46,398.02,940.71,292.28
2021-07-21 05:42:47,398.88,940.23,292.28
2021-07-21 05:42:48,398.51,939.96,292.28
2021-07-21 05:42:49,398.01,939.96,292.28
2021-07-21 05:42:50,397.45,940.75,292.28
2021-07-21 05:42:51,398.2,940.25,292.28
2021-07-21 05:42:52,397.62,940.7,292.28
2021-07-21 05:42:53,397.04,940.7,292.28
2021-07-21 05:42:54,397.67,940.54,292.28
2021-07-21 05:42:55,397.46,941.08,292.28
2021-07-21 05:42:56,397.06,940.48,292.28
2021-07-21 05:42:57,397.14,940.48,292.28
2021-07-21 05:42:58,397.69,941.04,292.28
2021-07-21 05:42:59,397.33,940.98,292.28
2021-07-21 05:43:00,397.19,940.98,292.28
2021-07-21 05:43:01,397.1,941.5,292.28
2021-07-21 05:43:02,396.61,940.67,292.28
2021-07-21 05:43:03,397.11,940.99,292.28
2021-07-21 05:43:04,396.08,940.99,292.4
2021-07-21 05:43:05,396.61,941.25,292.4
2021-07-21 05:43:06,396.45,942.0,292.4
2021-07-21 05:43:07,397.03,942.0,292.4
2021-07-21 05:43:08,395.61,941.65,292.4
2021-07-21 05:43:09,396.44,941.72,292.4
2021-07-21 05:43:10,395.86,942.13,292.4
2021-07-21 05:43:11,395.36,942.13,292.4
2021-07-21 05:43:12,395.58,941.63,292.4
2021-07-21 05:43:13,395.56,942.52,292.4
2021-07-21 05:43:14,395.11,942.21,292.4
2021-07-21 05:43:15,395.37,942.21,292.4
2021-07-21 05:43:16,395.1,942.19,292.4
2021-07-21 05:43:17,395.52,942.46,292.4
2021-07-21 05:43:18,394.89,942.46,292.4
2021-07-21 05:43:19,394.72,943.04,292.4
2021-07-21 05:43:20,395.38,943.04,292.4
2021-07-21 05:43:21,394.66,943.29,292.4
2021-07-21 05:43:22,394.18,943.29,292.4
2021-07-21 05:43:23,394.29,942.89,292.4
2021-07-21 05:43:24,394.4,943.62,292.4
2021-07-21 05:43:25,394.17,943.62,292.4
2021-07-21 05:43:26,394.24,943.47,292.4
2021-07-21 05:43:27,393.69,944.38,292.4
2021-07-21 05:43:28,394.83,944.69,292.4
2021-07-21 05:43:29,393.67,944.69,292.4
2021-07-21 05:43:30,393.63,943.66,292.4
2021-07-21 05:43:31,393.98,944.51,292.4
2021-07-21 05:43:32,394.02,944.14,292.4
2021-07-21 05:43:33,393.86,944.14,292.4
2021-07-21 05:43:34,394.08,945.31,292.4
2021-07-21 05:43:35,393.7,945.1,292.4
2021-07-21 05:43:36,393.45,945.1,292.4
2021-07-21 05:43:37,392.9,944.79,292.4
2021-07-21 05:43:38,393.61,945.78,292.4
2021-07-21 05:43:39,394.36,945.59,292.4
2021-07-21 05:43:40,393.67,945.59,292.4
2021-07-21 05:43:41,393.84,945.57,292.4
2021-07-21 05:43:42,394.01,945.63,292.4
2021-07-21 05:43:43,394.05,945.63,292.4
2021-07-21 05:43:44,394.03,946.07,292.4
2021-07-21 05:43:45,394.78,946.01,292.4
2021-07-21 05:43:46,393.94,945.87,292.53
2021-07-21 05:43:47,394.39,945.87,292.53
2021-07-21 05:43:48,393.9,946.37,292.53
2021-07-21 05:43:49,394.02,946.4,292.53
2021-07-21 05:43:50,393.71,946.72,292.53
2021-07-21 05:43:51,394.33,946.72,292.53
2021-07-21 05:43:52,393.81,946.49,292.53
2021-07-21 05:45:24,396.95,119.85,292.53
2021-07-21 05:45:25,387.77,118.23,292.53
2021-07-21 05:45:26,389.92,127.22,292.53
2021-07-21 05:45:27,395.08,126.73,292.53
2021-07-21 05:45:28,405.38,126.73,292.53
2021-07-21 05:45:29,407.26,148.17,292.53
2021-07-21 05:45:30,406.38,146.54,292.53
2021-07-21 05:45:31,405.79,139.4,292.53
2021-07-21 05:45:32,405.6,139.4,292.53
2021-07-21 05:45:33,405.27,137.48,292.53
2021-07-21 05:45:34,405.72,136.68,292.53
2021-07-21 05:45:35,405.02,136.68,292.53
2021-07-21 05:45:36,404.78,138.13,292.53
2021-07-21 05:45:37,404.75,136.69,292.53
2021-07-21 05:45:38,404.31,135.72,292.53
2021-07-21 05:45:39,404.76,135.72,292.53
2021-07-21 05:45:40,404.81,135.97,292.53
2021-07-21 05:45:41,404.7,147.13,292.53
2021-07-21 05:45:42,404.72,147.13,292.53
2021-07-21 05:45:43,404.95,172.4,292.53
2021-07-21 05:45:44,404.81,278.96,292.53
2021-07-21 05:45:45,405.12,499.77,292.53
2021-07-21 05:45:46,404.92,499.77,292.53
2021-07-21 05:45:47,404.71,500.32,292.53
2021-07-21 05:45:48,405.42,498.98,292.53
2021-07-21 05:45:49,404.67,499.02,292.53
2021-07-21 05:45:50,404.94,499.02,292.53
2021-07-21 05:45:51,404.51,498.97,292.53
2021-07-21 05:45:52,404.06,499.34,292.53
2021-07-21 05:45:53,404.76,499.34,292.53
2021-07-21 05:45:54,403.89,499.18,292.53
2021-07-21 05:45:55,403.85,498.67,292.53
2021-07-21 05:45:56,403.81,498.81,292.53
2021-07-21 05:45:57,403.83,498.81,292.53
2021-07-21 05:45:58,403.76,498.9,292.53
2021-07-21 05:45:59,403.67,498.82,292.53
2021-07-21 05:46:00,403.45,498.82,292.53
2021-07-21 05:46:01,403.74,498.87,292.53
2021-07-21 05:46:02,404.09,498.71,292.4
2021-07-21 05:46:03,403.46,499.08,292.4
2021-07-21 05:46:04,403.63,499.08,292.4
2021-07-21 05:46:05,403.19,498.84,292.4
2021-07-21 05:46:06,403.13,498.88,292.4
2021-07-21 05:46:07,402.95,498.76,292.4
2021-07-21 05:46:08,403.19,498.76,292.4
2021-07-21 05:46:09,402.99,498.05,292.4
2021-07-21 05:46:10,403.75,497.98,292.4
2021-07-21 05:46:11,403.45,497.98,292.4
2021-07-21 05:46:12,403.38,498.06,292.4
2021-07-21 05:46:13,402.98,497.71,292.4
2021-07-21 05:46:14,403.4,497.16,292.4
2021-07-21 05:46:15,403.12,497.16,292.4
2021-07-21 05:46:16,403.39,496.52,292.4
2021-07-21 05:46:17,403.15,496.79,292.4
2021-07-21 05:46:18,403.6,496.48,292.4
2021-07-21 05:46:19,403.32,496.48,292.4
2021-07-21 05:46:20,403.32,496.55,292.4
2021-07-21 05:46:21,403.71,496.58,292.4
2021-07-21 05:46:22,403.68,496.58,292.4
2021-07-21 05:46:23,403.15,496.47,292.4
2021-07-21 05:46:24,403.36,496.41,292.4
2021-07-21 05:46:25,404.19,496.42,292.4
2021-07-21 05:46:26,403.42,496.42,292.4
2021-07-21 05:46:27,403.68,496.76,292.4
2021-07-21 05:46:28,403.39,496.64,292.4
2021-07-21 05:46:29,403.31,496.64,292.4
2021-07-21 05:46:30,403.28,496.89,292.4
2021-07-21 05:46:31,403.48,497.04,292.4
2021-07-21 05:46:32,403.57,496.92,292.4
2021-07-21 05:46:33,403.57,496.92,292.4
2021-07-21 05:46:34,404.05,496.79,292.4
2021-07-21 05:46:35,403.39,497.35,292.4
2021-07-21 05:46:36,403.91,497.35,292.4
2021-07-21 05:46:37,404.21,497.28,292.4
2021-07-21 05:46:38,403.88,497.14,292.4
2021-07-21 05:46:39,403.88,497.2,292.4
2021-07-21 05:46:40,404.5,497.2,292.4
2021-07-21 05:46:41,404.4,496.92,292.4
2021-07-21 05:46:42,404.51,496.95,292.4
2021-07-21 05:46:43,404.32,496.95,292.4
2021-07-21 05:46:44,404.17,497.04,292.4
