Date,Collar,Closure,Flux,NRMSE,PAR
2021-05-14,C6,6,0.3073999137614644,0.047456788750993566,0.4575999999999999
2021-05-14,C7,1,-0.2758834290901231,0.04089856216260809,1327.2921323529413
2021-05-14,C7,2,-0.12209091084065836,0.05458978892254733,750.0654814814815
2021-05-14,C7,3,-0.0116015940776393,0.18309063225779498,390.81373134328356
2021-05-14,C7,4,0.08274762255073267,0.06674223448270941,218.9662686567164
2021-05-14,C7,5,0.2355005525778291,0.0352449916094047,0.5037878787878788
2021-05-14,C8,2,-0.007574638856256513,0.15491778560518005,709.9735074626866
2021-05-14,C8,3,0.10716761445811415,0.07634349847939138,488.07522388059704
2021-05-14,C8,4,0.17131224547459314,0.06796315823606747,250.817037037037
2021-05-14,C8,5,0.2812973443136883,0.057472381701188076,0.5600740740740741
